Architecture    Offer                                 Publisher    Sku                    Urn                                                                                 Version
Arm64           0001-com-ubuntu-server-jammy          Canonical    22_04-lts-arm64        Canonical:0001-com-ubuntu-server-jammy:22_04-lts-arm64:22.04.202406290              22.04.202406290
Arm64           0001-com-ubuntu-server-jammy          Canonical    22_04-lts-arm64        Canonical:0001-com-ubuntu-server-jammy:22_04-lts-arm64:22.04.202407010              22.04.202407010
Arm64           0001-com-ubuntu-server-jammy          Canonical    22_04-lts-arm64        Canonical:0001-com-ubuntu-server-jammy:22_04-lts-arm64:22.04.202407160              22.04.202407160
Arm64           0001-com-ubuntu-server-jammy          Canonical    22_04-lts-arm64        Canonical:0001-com-ubuntu-server-jammy:22_04-lts-arm64:22.04.202407250              22.04.202407250
Arm64           0001-com-ubuntu-server-jammy          Canonical    22_04-lts-arm64        Canonical:0001-com-ubuntu-server-jammy:22_04-lts-arm64:22.04.202408010              22.04.202408010
Arm64           0001-com-ubuntu-server-jammy          Canonical    22_04-lts-arm64        Canonical:0001-com-ubuntu-server-jammy:22_04-lts-arm64:22.04.202408300              22.04.202408300
Arm64           0001-com-ubuntu-server-jammy          Canonical    22_04-lts-arm64        Canonical:0001-com-ubuntu-server-jammy:22_04-lts-arm64:22.04.202409040              22.04.202409040
Arm64           0001-com-ubuntu-server-jammy          Canonical    22_04-lts-arm64        Canonical:0001-com-ubuntu-server-jammy:22_04-lts-arm64:22.04.202409130              22.04.202409130
Arm64           0001-com-ubuntu-server-jammy          Canonical    22_04-lts-arm64        Canonical:0001-com-ubuntu-server-jammy:22_04-lts-arm64:22.04.202409260              22.04.202409260
Arm64           0001-com-ubuntu-server-jammy          Canonical    22_04-lts-arm64        Canonical:0001-com-ubuntu-server-jammy:22_04-lts-arm64:22.04.202410020              22.04.202410020
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202408010  22.04.202408010
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202408020  22.04.202408020
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202408060  22.04.202408060
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202408100  22.04.202408100
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202408130  22.04.202408130
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202408150  22.04.202408150
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202408210  22.04.202408210
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202408230  22.04.202408230
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202408270  22.04.202408270
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202408300  22.04.202408300
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202409170  22.04.202409170
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202409190  22.04.202409190
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202409200  22.04.202409200
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202409250  22.04.202409250
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202409260  22.04.202409260
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202410020  22.04.202410020
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202410040  22.04.202410040
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202410170  22.04.202410170
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202410230  22.04.202410230
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202410240  22.04.202410240
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202410250  22.04.202410250
Arm64           0001-com-ubuntu-server-jammy-daily    Canonical    22_04-daily-lts-arm64  Canonical:0001-com-ubuntu-server-jammy-daily:22_04-daily-lts-arm64:22.04.202411020  22.04.202411020
Arm64           0001-com-ubuntu-server-kinetic-daily  Canonical    22_10-daily-arm64      Canonical:0001-com-ubuntu-server-kinetic-daily:22_10-daily-arm64:22.10.202210010    22.10.202210010
Arm64           0001-com-ubuntu-server-kinetic-daily  Canonical    22_10-daily-arm64      Canonical:0001-com-ubuntu-server-kinetic-daily:22_10-daily-arm64:22.10.202210050    22.10.202210050
Arm64           ubuntu-24_04-lts                      Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts:minimal-arm64:24.04.202409030                            24.04.202409030
Arm64           ubuntu-24_04-lts                      Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts:minimal-arm64:24.04.202409100                            24.04.202409100
Arm64           ubuntu-24_04-lts                      Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts:minimal-arm64:24.04.202409260                            24.04.202409260
Arm64           ubuntu-24_04-lts                      Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts:minimal-arm64:24.04.202410010                            24.04.202410010
Arm64           ubuntu-24_04-lts                      Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts:minimal-arm64:24.04.202410020                            24.04.202410020
Arm64           ubuntu-24_04-lts                      Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts:minimal-arm64:24.04.202410030                            24.04.202410030
Arm64           ubuntu-24_04-lts                      Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts:minimal-arm64:24.04.202410170                            24.04.202410170
Arm64           ubuntu-24_04-lts                      Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts:minimal-arm64:24.04.202411010                            24.04.202411010
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202404230                             24.04.202404230
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202406170                             24.04.202406170
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202407011                             24.04.202407011
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202407100                             24.04.202407100
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202407160                             24.04.202407160
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202408060                             24.04.202408060
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202408090                             24.04.202408090
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202408210                             24.04.202408210
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202409040                             24.04.202409040
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202409120                             24.04.202409120
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202409260                             24.04.202409260
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202410040                             24.04.202410040
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202410110                             24.04.202410110
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202410170                             24.04.202410170
Arm64           ubuntu-24_04-lts                      Canonical    server-arm64           Canonical:ubuntu-24_04-lts:server-arm64:24.04.202411030                             24.04.202411030
Arm64           ubuntu-24_04-lts                      Canonical    ubuntu-pro-arm64       Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202409060                         24.04.202409060
Arm64           ubuntu-24_04-lts                      Canonical    ubuntu-pro-arm64       Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202409110                         24.04.202409110
Arm64           ubuntu-24_04-lts                      Canonical    ubuntu-pro-arm64       Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202409170                         24.04.202409170
Arm64           ubuntu-24_04-lts                      Canonical    ubuntu-pro-arm64       Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202409270                         24.04.202409270
Arm64           ubuntu-24_04-lts                      Canonical    ubuntu-pro-arm64       Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202410010                         24.04.202410010
Arm64           ubuntu-24_04-lts                      Canonical    ubuntu-pro-arm64       Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202410040                         24.04.202410040
Arm64           ubuntu-24_04-lts                      Canonical    ubuntu-pro-arm64       Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202410170                         24.04.202410170
Arm64           ubuntu-24_04-lts                      Canonical    ubuntu-pro-arm64       Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202410310                         24.04.202410310
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409030                      24.04.202409030
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409050                      24.04.202409050
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409090                      24.04.202409090
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409100                      24.04.202409100
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409110                      24.04.202409110
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409120                      24.04.202409120
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409130                      24.04.202409130
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409160                      24.04.202409160
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409170                      24.04.202409170
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409180                      24.04.202409180
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409190                      24.04.202409190
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409210                      24.04.202409210
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409220                      24.04.202409220
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409230                      24.04.202409230
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409240                      24.04.202409240
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202409260                      24.04.202409260
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202410010                      24.04.202410010
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202410020                      24.04.202410020
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202410030                      24.04.202410030
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202410120                      24.04.202410120
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202410150                      24.04.202410150
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202410160                      24.04.202410160
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202410170                      24.04.202410170
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202410210                      24.04.202410210
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202410220                      24.04.202410220
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202410230                      24.04.202410230
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202410290                      24.04.202410290
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202410310                      24.04.202410310
Arm64           ubuntu-24_04-lts-daily                Canonical    minimal-arm64          Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202411010                      24.04.202411010
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202408220                       24.04.202408220
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202408230                       24.04.202408230
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202408270                       24.04.202408270
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202408280                       24.04.202408280
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202408290                       24.04.202408290
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202409040                       24.04.202409040
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202409050                       24.04.202409050
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202409060                       24.04.202409060
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202409100                       24.04.202409100
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202409110                       24.04.202409110
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202409120                       24.04.202409120
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202409130                       24.04.202409130
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202409170                       24.04.202409170
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202409200                       24.04.202409200
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202409260                       24.04.202409260
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202409270                       24.04.202409270
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202410010                       24.04.202410010
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202410040                       24.04.202410040
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202410090                       24.04.202410090
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202410110                       24.04.202410110
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202410160                       24.04.202410160
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202410170                       24.04.202410170
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202410230                       24.04.202410230
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202410250                       24.04.202410250
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202410310                       24.04.202410310
Arm64           ubuntu-24_04-lts-daily                Canonical    server-arm64           Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202411030                       24.04.202411030
Arm64           ubuntu-24_10                          Canonical    minimal-arm64          Canonical:ubuntu-24_10:minimal-arm64:24.10.202410090                                24.10.202410090
Arm64           ubuntu-24_10                          Canonical    server-arm64           Canonical:ubuntu-24_10:server-arm64:24.10.202410090                                 24.10.202410090
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202409040                          24.10.202409040
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202409050                          24.10.202409050
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202409060                          24.10.202409060
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202409070                          24.10.202409070
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202409090                          24.10.202409090
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202409110                          24.10.202409110
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202409120                          24.10.202409120
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202409130                          24.10.202409130
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202409140                          24.10.202409140
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202409160                          24.10.202409160
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202409200                          24.10.202409200
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202409260                          24.10.202409260
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202409280                          24.10.202409280
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202410010                          24.10.202410010
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202410020                          24.10.202410020
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202410030                          24.10.202410030
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202410040                          24.10.202410040
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202410050                          24.10.202410050
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202410060                          24.10.202410060
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202410070                          24.10.202410070
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202410080                          24.10.202410080
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202410090                          24.10.202410090
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202410180                          24.10.202410180
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202410210                          24.10.202410210
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202410220                          24.10.202410220
Arm64           ubuntu-24_10-daily                    Canonical    minimal-arm64          Canonical:ubuntu-24_10-daily:minimal-arm64:24.10.202410290                          24.10.202410290
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202408290                           24.10.202408290
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202408300                           24.10.202408300
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202408310                           24.10.202408310
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409030                           24.10.202409030
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409040                           24.10.202409040
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409050                           24.10.202409050
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409060                           24.10.202409060
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409070                           24.10.202409070
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409080                           24.10.202409080
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409090                           24.10.202409090
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409100                           24.10.202409100
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409110                           24.10.202409110
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409120                           24.10.202409120
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409130                           24.10.202409130
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409140                           24.10.202409140
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409160                           24.10.202409160
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409170                           24.10.202409170
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409240                           24.10.202409240
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409260                           24.10.202409260
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409270                           24.10.202409270
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409280                           24.10.202409280
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202409300                           24.10.202409300
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410010                           24.10.202410010
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410020                           24.10.202410020
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410030                           24.10.202410030
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410040                           24.10.202410040
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410050                           24.10.202410050
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410060                           24.10.202410060
